pickup_hour,rank,zone_id,trips
2023-11-01 03:00:00,7,249,47
2023-11-01 03:00:00,8,231,28
2023-11-01 03:00:00,9,114,24
2023-11-01 03:00:00,10,90,22
2023-11-01 04:00:00,1,48,74
2023-11-01 04:00:00,2,79,61
2023-11-01 04:00:00,3,68,31
2023-11-01 04:00:00,4,148,31
2023-11-01 04:00:00,5,158,31
2023-11-01 04:00:00,6,230,31
2023-11-01 04:00:00,7,246,29
2023-11-01 04:00:00,8,100,26
2023-11-01 04:00:00,9,249,25
2023-11-01 04:00:00,10,107,23
2023-11-01 05:00:00,1,132,62
2023-11-01 05:00:00,2,186,55
2023-11-01 05:00:00,3,48,51
2023-11-01 05:00:00,4,100,47
2023-11-01 05:00:00,5,263,27
2023-11-01 05:00:00,6,162,26
2023-11-01 05:00:00,7,230,25
2023-11-01 05:00:00,8,141,23
2023-11-01 05:00:00,9,107,21
2023-11-01 05:00:00,10,68,20
2023-11-01 06:00:00,1,186,120
2023-11-01 06:00:00,2,132,110
2023-11-01 06:00:00,3,100,94
2023-11-01 06:00:00,4,236,91
2023-11-01 06:00:00,5,48,89
2023-11-01 06:00:00,6,162,84
2023-11-01 06:00:00,7,262,76
2023-11-01 06:00:00,8,238,69
2023-11-01 06:00:00,9,239,68
2023-11-01 06:00:00,10,237,64
2023-11-01 07:00:00,1,236,315
2023-11-01 07:00:00,2,186,265
2023-11-01 07:00:00,3,237,222
2023-11-01 07:00:00,4,141,183
2023-11-01 07:00:00,5,162,182
2023-11-01 07:00:00,6,142,149
2023-11-01 07:00:00,7,140,147
2023-11-01 07:00:00,8,239,147
2023-11-01 07:00:00,9,238,146
2023-11-01 07:00:00,10,262,141
2023-11-01 08:00:00,1,236,418
2023-11-01 08:00:00,2,237,336
2023-11-01 08:00:00,3,186,302
2023-11-01 08:00:00,4,140,256
2023-11-01 08:00:00,5,239,235
2023-11-01 08:00:00,6,238,222
2023-11-01 08:00:00,7,141,217
2023-11-01 08:00:00,8,162,212
2023-11-01 08:00:00,9,170,210
2023-11-01 08:00:00,10,142,207
2023-11-01 09:00:00,1,236,388
2023-11-01 09:00:00,2,237,344
2023-11-01 09:00:00,3,186,272
2023-11-01 09:00:00,4,138,269
2023-11-01 09:00:00,5,161,231
2023-11-01 09:00:00,6,170,211
2023-11-01 09:00:00,7,162,210
2023-11-01 09:00:00,8,239,195
2023-11-01 09:00:00,9,140,189
2023-11-01 09:00:00,10,141,182
2023-11-01 10:00:00,1,236,408
2023-11-01 10:00:00,2,237,333
2023-11-01 10:00:00,3,186,286
2023-11-01 10:00:00,4,138,261
2023-11-01 10:00:00,5,161,254
2023-11-01 10:00:00,6,162,245
2023-11-01 10:00:00,7,170,224
2023-11-01 10:00:00,8,239,204
2023-11-01 10:00:00,9,142,172
2023-11-01 10:00:00,10,140,168
2023-11-01 11:00:00,1,236,394
2023-11-01 11:00:00,2,237,375
2023-11-01 11:00:00,3,161,319
2023-11-01 11:00:00,4,138,295
2023-11-01 11:00:00,5,162,256
2023-11-01 11:00:00,6,186,245
2023-11-01 11:00:00,7,170,234
2023-11-01 11:00:00,8,239,191
2023-11-01 11:00:00,9,140,187
2023-11-01 11:00:00,10,230,177
2023-11-01 12:00:00,1,237,454
2023-11-01 12:00:00,2,236,382
2023-11-01 12:00:00,3,161,327
2023-11-01 12:00:00,4,170,244
2023-11-01 12:00:00,5,162,209
2023-11-01 12:00:00,6,186,203
2023-11-01 12:00:00,7,239,200
2023-11-01 12:00:00,8,140,196
2023-11-01 12:00:00,9,163,188
2023-11-01 12:00:00,10,138,187
2023-11-01 13:00:00,1,237,416
2023-11-01 13:00:00,2,161,363
2023-11-01 13:00:00,3,236,338
2023-11-01 13:00:00,4,138,279
2023-11-01 13:00:00,5,162,271
2023-11-01 13:00:00,6,163,223
2023-11-01 13:00:00,7,170,218
2023-11-01 13:00:00,8,132,201
2023-11-01 13:00:00,9,142,193
2023-11-01 13:00:00,10,68,189
2023-11-01 14:00:00,1,237,436
2023-11-01 14:00:00,2,161,407
2023-11-01 14:00:00,3,138,371
2023-11-01 14:00:00,4,236,358
2023-11-01 14:00:00,5,132,310
2023-11-01 14:00:00,6,162,276
2023-11-01 14:00:00,7,163,230
2023-11-01 14:00:00,8,170,227
2023-11-01 14:00:00,9,142,214
2023-11-01 14:00:00,10,234,214
2023-11-01 15:00:00,1,237,470
2023-11-01 15:00:00,2,161,449
2023-11-01 15:00:00,3,236,425
2023-11-01 15:00:00,4,132,367
2023-11-01 15:00:00,5,162,277
2023-11-01 15:00:00,6,138,251
2023-11-01 15:00:00,7,170,229
2023-11-01 15:00:00,8,230,224
2023-11-01 15:00:00,9,163,222
2023-11-01 15:00:00,10,142,209
2023-11-01 16:00:00,1,161,495
2023-11-01 16:00:00,2,237,472
2023-11-01 16:00:00,3,236,393
2023-11-01 16:00:00,4,132,364
2023-11-01 16:00:00,5,138,286
2023-11-01 16:00:00,6,162,272
2023-11-01 16:00:00,7,230,254
2023-11-01 16:00:00,8,163,233
2023-11-01 16:00:00,9,170,233
2023-11-01 16:00:00,10,234,226
2023-11-01 17:00:00,1,161,579
2023-11-01 17:00:00,2,236,471
2023-11-01 17:00:00,3,237,469
2023-11-01 17:00:00,4,162,417
2023-11-01 17:00:00,5,230,322
2023-11-01 17:00:00,6,132,320
2023-11-01 17:00:00,7,163,319
2023-11-01 17:00:00,8,170,298
2023-11-01 17:00:00,9,142,280
2023-11-01 17:00:00,10,164,239
2023-11-01 18:00:00,1,161,657
2023-11-01 18:00:00,2,237,610
2023-11-01 18:00:00,3,236,502
2023-11-01 18:00:00,4,162,500
2023-11-01 18:00:00,5,230,389
2023-11-01 18:00:00,6,163,386
2023-11-01 18:00:00,7,234,309
2023-11-01 18:00:00,8,142,304
2023-11-01 18:00:00,9,132,293
2023-11-01 18:00:00,10,170,288
2023-11-01 19:00:00,1,237,639
2023-11-01 19:00:00,2,161,611
2023-11-01 19:00:00,3,162,428
2023-11-01 19:00:00,4,132,366
2023-11-01 19:00:00,5,163,333
2023-11-01 19:00:00,6,236,318
2023-11-01 19:00:00,7,230,314
2023-11-01 19:00:00,8,142,294
2023-11-01 19:00:00,9,234,270
2023-11-01 19:00:00,10,170,266
2023-11-01 20:00:00,1,161,677
2023-11-01 20:00:00,2,237,540
2023-11-01 20:00:00,3,162,385
2023-11-01 20:00:00,4,132,336
2023-11-01 20:00:00,5,230,329
2023-11-01 20:00:00,6,163,325
2023-11-01 20:00:00,7,234,300
2023-11-01 20:00:00,8,142,291
2023-11-01 20:00:00,9,236,290
2023-11-01 20:00:00,10,170,263
2023-11-01 21:00:00,1,237,597
2023-11-01 21:00:00,2,161,528
2023-11-01 21:00:00,3,230,430
2023-11-01 21:00:00,4,132,365
2023-11-01 21:00:00,5,142,362
2023-11-01 21:00:00,6,163,313
2023-11-01 21:00:00,7,162,304
2023-11-01 21:00:00,8,186,293
2023-11-01 21:00:00,9,170,288
2023-11-01 21:00:00,10,234,282
2023-11-01 22:00:00,1,161,432
2023-11-01 22:00:00,2,230,396
2023-11-01 22:00:00,3,142,372
2023-11-01 22:00:00,4,163,370
2023-11-01 22:00:00,5,132,361
2023-11-01 22:00:00,6,237,304
2023-11-01 22:00:00,7,249,271
2023-11-01 22:00:00,8,48,269
2023-11-01 22:00:00,9,234,251
2023-11-01 22:00:00,10,164,241
2023-11-01 23:00:00,1,132,285
2023-11-01 23:00:00,2,161,269
2023-11-01 23:00:00,3,230,246
2023-11-01 23:00:00,4,249,207
2023-11-01 23:00:00,5,163,166
2023-11-01 23:00:00,6,138,157
2023-11-01 23:00:00,7,79,140
2023-11-01 23:00:00,8,68,133
2023-11-01 23:00:00,9,48,132
2023-11-01 23:00:00,10,237,128
2023-11-02 00:00:00,1,132,185
2023-11-02 00:00:00,2,249,114
2023-11-02 00:00:00,3,186,105
2023-11-02 00:00:00,4,161,95
2023-11-02 00:00:00,5,114,93
2023-11-02 00:00:00,6,230,90
2023-11-02 00:00:00,7,79,88
2023-11-02 00:00:00,8,48,79
2023-11-02 00:00:00,9,234,63
2023-11-02 00:00:00,10,68,61
2023-11-02 01:00:00,1,249,55
2023-11-02 01:00:00,2,230,46
2023-11-02 01:00:00,3,114,45
2023-11-02 01:00:00,4,132,43
2023-11-02 01:00:00,5,48,36
2023-11-02 01:00:00,6,246,36
2023-11-02 01:00:00,7,164,35
2023-11-02 01:00:00,8,79,33
2023-11-02 01:00:00,9,161,30
2023-11-02 01:00:00,10,186,26
2023-11-02 02:00:00,1,186,45
2023-11-02 02:00:00,2,249,37
2023-11-02 02:00:00,3,114,33
2023-11-02 02:00:00,4,246,32
2023-11-02 02:00:00,5,48,25
2023-11-02 02:00:00,6,68,21
2023-11-02 02:00:00,7,162,21
2023-11-02 02:00:00,8,164,21
2023-11-02 02:00:00,9,230,21
2023-11-02 02:00:00,10,148,17
2023-11-02 03:00:00,1,246,32
2023-11-02 03:00:00,2,249,24
2023-11-02 03:00:00,3,48,20
2023-11-02 03:00:00,4,79,18
2023-11-02 03:00:00,5,230,17
2023-11-02 03:00:00,6,107,11
2023-11-02 03:00:00,7,100,10
2023-11-02 03:00:00,8,141,10
2023-11-02 03:00:00,9,164,10
2023-11-02 03:00:00,10,186,10
2023-11-02 04:00:00,1,230,27
2023-11-02 04:00:00,2,48,15
2023-11-02 04:00:00,3,79,13
2023-11-02 04:00:00,4,263,12
2023-11-02 04:00:00,5,164,11
2023-11-02 04:00:00,6,249,11
2023-11-02 04:00:00,7,68,9
2023-11-02 04:00:00,8,100,9
2023-11-02 04:00:00,9,141,9
2023-11-02 04:00:00,10,148,7
2023-11-02 05:00:00,1,132,51
2023-11-02 05:00:00,2,186,46
2023-11-02 05:00:00,3,100,44
2023-11-02 05:00:00,4,48,38
2023-11-02 05:00:00,5,263,37
2023-11-02 05:00:00,6,163,23
2023-11-02 05:00:00,7,262,21
2023-11-02 05:00:00,8,239,19
2023-11-02 05:00:00,9,237,18
2023-11-02 05:00:00,10,68,17
2023-11-02 06:00:00,1,132,165
2023-11-02 06:00:00,2,186,119
2023-11-02 06:00:00,3,100,90
2023-11-02 06:00:00,4,48,88
2023-11-02 06:00:00,5,236,87
2023-11-02 06:00:00,6,262,73
2023-11-02 06:00:00,7,238,70
2023-11-02 06:00:00,8,162,57
2023-11-02 06:00:00,9,237,57
2023-11-02 06:00:00,10,263,54
2023-11-02 07:00:00,1,236,327
2023-11-02 07:00:00,2,186,241
2023-11-02 07:00:00,3,237,224
2023-11-02 07:00:00,4,239,178
2023-11-02 07:00:00,5,162,169
2023-11-02 07:00:00,6,132,160
2023-11-02 07:00:00,7,262,159
2023-11-02 07:00:00,8,141,150
2023-11-02 07:00:00,9,170,139
2023-11-02 07:00:00,10,238,139
2023-11-02 08:00:00,1,236,407
2023-11-02 08:00:00,2,237,301
2023-11-02 08:00:00,3,186,290
2023-11-02 08:00:00,4,140,213
2023-11-02 08:00:00,5,162,209
2023-11-02 08:00:00,6,239,208
2023-11-02 08:00:00,7,170,182
2023-11-02 08:00:00,8,238,180
2023-11-02 08:00:00,9,142,174
2023-11-02 08:00:00,10,141,170
2023-11-02 09:00:00,1,236,350
2023-11-02 09:00:00,2,237,342
2023-11-02 09:00:00,3,186,278
2023-11-02 09:00:00,4,162,245
2023-11-02 09:00:00,5,161,239
2023-11-02 09:00:00,6,239,210
2023-11-02 09:00:00,7,170,204
2023-11-02 09:00:00,8,138,189
2023-11-02 09:00:00,9,142,187
2023-11-02 09:00:00,10,238,173
2023-11-02 10:00:00,1,236,388
2023-11-02 10:00:00,2,237,352
2023-11-02 10:00:00,3,161,269
2023-11-02 10:00:00,4,138,222
2023-11-02 10:00:00,5,162,220
2023-11-02 10:00:00,6,186,216
2023-11-02 10:00:00,7,170,196
2023-11-02 10:00:00,8,230,182
2023-11-02 10:00:00,9,239,175
2023-11-02 10:00:00,10,238,173
2023-11-02 11:00:00,1,236,396
2023-11-02 11:00:00,2,237,338
2023-11-02 11:00:00,3,161,311
2023-11-02 11:00:00,4,138,242
2023-11-02 11:00:00,5,162,241
2023-11-02 11:00:00,6,186,238
2023-11-02 11:00:00,7,170,232
2023-11-02 11:00:00,8,140,204
2023-11-02 11:00:00,9,239,204
2023-11-02 11:00:00,10,142,202
2023-11-02 12:00:00,1,237,437
2023-11-02 12:00:00,2,236,397
2023-11-02 12:00:00,3,161,376
2023-11-02 12:00:00,4,138,247
2023-11-02 12:00:00,5,162,244
2023-11-02 12:00:00,6,163,232
2023-11-02 12:00:00,7,230,232
2023-11-02 12:00:00,8,170,220
2023-11-02 12:00:00,9,239,191
2023-11-02 12:00:00,10,68,183
2023-11-02 13:00:00,1,237,459
2023-11-02 13:00:00,2,161,415
2023-11-02 13:00:00,3,236,378
2023-11-02 13:00:00,4,162,255
2023-11-02 13:00:00,5,142,228
2023-11-02 13:00:00,6,163,221
2023-11-02 13:00:00,7,138,210
2023-11-02 13:00:00,8,170,198
2023-11-02 13:00:00,9,234,197
2023-11-02 13:00:00,10,68,187
2023-11-02 14:00:00,1,237,494
2023-11-02 14:00:00,2,161,419
2023-11-02 14:00:00,3,236,406
2023-11-02 14:00:00,4,138,347
2023-11-02 14:00:00,5,132,317
2023-11-02 14:00:00,6,162,274
2023-11-02 14:00:00,7,163,261
2023-11-02 14:00:00,8,170,248
2023-11-02 14:00:00,9,239,240
2023-11-02 14:00:00,10,142,230
2023-11-02 15:00:00,1,237,507
2023-11-02 15:00:00,2,161,464
2023-11-02 15:00:00,3,236,458
2023-11-02 15:00:00,4,132,406
2023-11-02 15:00:00,5,138,338
2023-11-02 15:00:00,6,162,314
2023-11-02 15:00:00,7,142,268
2023-11-02 15:00:00,8,163,256
2023-11-02 15:00:00,9,170,236
2023-11-02 15:00:00,10,186,225
2023-11-02 16:00:00,1,161,512
2023-11-02 16:00:00,2,237,480
2023-11-02 16:00:00,3,236,465
2023-11-02 16:00:00,4,132,300
2023-11-02 16:00:00,5,138,292
2023-11-02 16:00:00,6,162,275
2023-11-02 16:00:00,7,163,270
2023-11-02 16:00:00,8,230,236
2023-11-02 16:00:00,9,170,233
2023-11-02 16:00:00,10,142,231
2023-11-02 17:00:00,1,161,572
2023-11-02 17:00:00,2,237,523
2023-11-02 17:00:00,3,236,464
2023-11-02 17:00:00,4,162,415
2023-11-02 17:00:00,5,163,347
2023-11-02 17:00:00,6,132,339
2023-11-02 17:00:00,7,239,323
2023-11-02 17:00:00,8,170,282
2023-11-02 17:00:00,9,142,281
2023-11-02 17:00:00,10,234,268
2023-11-02 18:00:00,1,161,613
2023-11-02 18:00:00,2,237,608
2023-11-02 18:00:00,3,236,514
2023-11-02 18:00:00,4,162,457
2023-11-02 18:00:00,5,163,415
2023-11-02 18:00:00,6,230,334
2023-11-02 18:00:00,7,142,327
2023-11-02 18:00:00,8,234,321
2023-11-02 18:00:00,9,170,303
2023-11-02 18:00:00,10,246,300
2023-11-02 19:00:00,1,161,617
2023-11-02 19:00:00,2,237,448
2023-11-02 19:00:00,3,162,414
2023-11-02 19:00:00,4,132,385
2023-11-02 19:00:00,5,230,327
2023-11-02 19:00:00,6,163,319
2023-11-02 19:00:00,7,236,310
2023-11-02 19:00:00,8,246,303
2023-11-02 19:00:00,9,170,296
2023-11-02 19:00:00,10,234,289
2023-11-02 20:00:00,1,161,609
2023-11-02 20:00:00,2,237,410
2023-11-02 20:00:00,3,162,357
2023-11-02 20:00:00,4,132,343
2023-11-02 20:00:00,5,163,321
2023-11-02 20:00:00,6,230,320
2023-11-02 20:00:00,7,234,300
2023-11-02 20:00:00,8,138,283
2023-11-02 20:00:00,9,164,265
2023-11-02 20:00:00,10,68,261
2023-11-02 21:00:00,1,161,642
2023-11-02 21:00:00,2,142,487
2023-11-02 21:00:00,3,230,395
2023-11-02 21:00:00,4,132,393
2023-11-02 21:00:00,5,237,382
2023-11-02 21:00:00,6,163,329
2023-11-02 21:00:00,7,234,322
2023-11-02 21:00:00,8,162,302
2023-11-02 21:00:00,9,79,275
2023-11-02 21:00:00,10,68,269
2023-11-02 22:00:00,1,161,551
2023-11-02 22:00:00,2,230,397
2023-11-02 22:00:00,3,163,377
2023-11-02 22:00:00,4,237,369
2023-11-02 22:00:00,5,132,362
2023-11-02 22:00:00,6,79,344
2023-11-02 22:00:00,7,249,332
2023-11-02 22:00:00,8,48,321
2023-11-02 22:00:00,9,142,315
2023-11-02 22:00:00,10,164,273
2023-11-02 23:00:00,1,249,354
2023-11-02 23:00:00,2,161,316
2023-11-02 23:00:00,3,79,253
2023-11-02 23:00:00,4,230,245
2023-11-02 23:00:00,5,132,241
2023-11-02 23:00:00,6,114,208
2023-11-02 23:00:00,7,48,205
2023-11-02 23:00:00,8,186,205
2023-11-02 23:00:00,9,164,182
2023-11-02 23:00:00,10,234,180
2023-11-03 00:00:00,1,132,243
2023-11-03 00:00:00,2,249,232
2023-11-03 00:00:00,3,114,177
2023-11-03 00:00:00,4,79,151
2023-11-03 00:00:00,5,161,132
2023-11-03 00:00:00,6,48,127
2023-11-03 00:00:00,7,230,126
2023-11-03 00:00:00,8,234,103
2023-11-03 00:00:00,9,164,100
2023-11-03 00:00:00,10,148,99
2023-11-03 01:00:00,1,249,151
2023-11-03 01:00:00,2,79,122
2023-11-03 01:00:00,3,114,115
2023-11-03 01:00:00,4,148,98
2023-11-03 01:00:00,5,48,82
2023-11-03 01:00:00,6,144,58
2023-11-03 01:00:00,7,164,56
2023-11-03 01:00:00,8,211,56
2023-11-03 01:00:00,9,234,56
2023-11-03 01:00:00,10,132,54
2023-11-03 02:00:00,1,249,92
2023-11-03 02:00:00,2,148,72
2023-11-03 02:00:00,3,79,58
2023-11-03 02:00:00,4,114,55
2023-11-03 02:00:00,5,48,52
2023-11-03 02:00:00,6,144,41
2023-11-03 02:00:00,7,230,39
2023-11-03 02:00:00,8,164,38
2023-11-03 02:00:00,9,231,37
2023-11-03 02:00:00,10,90,33
2023-11-03 03:00:00,1,148,54
2023-11-03 03:00:00,2,79,44
2023-11-03 03:00:00,3,249,40
2023-11-03 03:00:00,4,48,39
2023-11-03 03:00:00,5,114,30
2023-11-03 03:00:00,6,68,29
2023-11-03 03:00:00,7,164,27
2023-11-03 03:00:00,8,144,25
2023-11-03 03:00:00,9,230,23
2023-11-03 03:00:00,10,246,20
2023-11-03 04:00:00,1,48,29
2023-11-03 04:00:00,2,164,23
2023-11-03 04:00:00,3,230,21
2023-11-03 04:00:00,4,79,20
2023-11-03 04:00:00,5,132,18
2023-11-03 04:00:00,6,148,17
2023-11-03 04:00:00,7,141,15
2023-11-03 04:00:00,8,162,15
2023-11-03 04:00:00,9,161,14
2023-11-03 04:00:00,10,90,13
2023-11-03 05:00:00,1,186,48
2023-11-03 05:00:00,2,132,45
2023-11-03 05:00:00,3,48,40
2023-11-03 05:00:00,4,100,31
2023-11-03 05:00:00,5,162,31
2023-11-03 05:00:00,6,230,29
2023-11-03 05:00:00,7,239,24
2023-11-03 05:00:00,8,263,24
2023-11-03 05:00:00,9,140,18
2023-11-03 05:00:00,10,141,16
2023-11-03 06:00:00,1,132,166
2023-11-03 06:00:00,2,48,99
2023-11-03 06:00:00,3,186,99
2023-11-03 06:00:00,4,162,71
2023-11-03 06:00:00,5,100,58
2023-11-03 06:00:00,6,236,56
2023-11-03 06:00:00,7,262,56
2023-11-03 06:00:00,8,263,56
2023-11-03 06:00:00,9,238,55
2023-11-03 06:00:00,10,161,50
2023-11-03 07:00:00,1,236,264
2023-11-03 07:00:00,2,237,173
2023-11-03 07:00:00,3,132,172
2023-11-03 07:00:00,4,186,146
2023-11-03 07:00:00,5,239,139
2023-11-03 07:00:00,6,262,137
2023-11-03 07:00:00,7,141,128
2023-11-03 07:00:00,8,162,124
2023-11-03 07:00:00,9,263,124
2023-11-03 07:00:00,10,238,116
2023-11-03 08:00:00,1,236,324
2023-11-03 08:00:00,2,237,198
2023-11-03 08:00:00,3,262,178
2023-11-03 08:00:00,4,186,169
2023-11-03 08:00:00,5,239,166
2023-11-03 08:00:00,6,132,160
2023-11-03 08:00:00,7,141,160
2023-11-03 08:00:00,8,140,157
2023-11-03 08:00:00,9,162,155
2023-11-03 08:00:00,10,142,151
2023-11-03 09:00:00,1,236,321
2023-11-03 09:00:00,2,237,261
2023-11-03 09:00:00,3,138,247
2023-11-03 09:00:00,4,161,217
2023-11-03 09:00:00,5,186,178
2023-11-03 09:00:00,6,238,172
2023-11-03 09:00:00,7,239,169
2023-11-03 09:00:00,8,230,164
2023-11-03 09:00:00,9,162,158
2023-11-03 09:00:00,10,142,151
2023-11-03 10:00:00,1,236,346
2023-11-03 10:00:00,2,237,303
2023-11-03 10:00:00,3,138,259
2023-11-03 10:00:00,4,161,226
2023-11-03 10:00:00,5,230,196
2023-11-03 10:00:00,6,170,184
2023-11-03 10:00:00,7,162,178
2023-11-03 10:00:00,8,238,176
2023-11-03 10:00:00,9,239,173
2023-11-03 10:00:00,10,186,168
2023-11-03 11:00:00,1,237,373
2023-11-03 11:00:00,2,236,322
2023-11-03 11:00:00,3,161,320
2023-11-03 11:00:00,4,138,274
2023-11-03 11:00:00,5,162,199
2023-11-03 11:00:00,6,230,194
2023-11-03 11:00:00,7,186,190
2023-11-03 11:00:00,8,163,183
2023-11-03 11:00:00,9,142,176
2023-11-03 11:00:00,10,170,172
2023-11-03 12:00:00,1,237,403
2023-11-03 12:00:00,2,236,366
2023-11-03 12:00:00,3,161,298
2023-11-03 12:00:00,4,138,291
2023-11-03 12:00:00,5,162,209
2023-11-03 12:00:00,6,142,190
2023-11-03 12:00:00,7,170,190
2023-11-03 12:00:00,8,239,190
2023-11-03 12:00:00,9,230,184
2023-11-03 12:00:00,10,163,177
2023-11-03 13:00:00,1,237,362
2023-11-03 13:00:00,2,161,354
2023-11-03 13:00:00,3,236,350
2023-11-03 13:00:00,4,138,304
2023-11-03 13:00:00,5,162,231
2023-11-03 13:00:00,6,239,207
2023-11-03 13:00:00,7,163,202
2023-11-03 13:00:00,8,132,201
2023-11-03 13:00:00,9,142,195
2023-11-03 13:00:00,10,170,178
2023-11-03 14:00:00,1,237,423
2023-11-03 14:00:00,2,236,418
2023-11-03 14:00:00,3,161,410
2023-11-03 14:00:00,4,138,368
2023-11-03 14:00:00,5,132,300
2023-11-03 14:00:00,6,142,246
2023-11-03 14:00:00,7,162,237
2023-11-03 14:00:00,8,230,221
2023-11-03 14:00:00,9,163,216
2023-11-03 14:00:00,10,170,203
2023-11-03 15:00:00,1,236,447
2023-11-03 15:00:00,2,237,443
2023-11-03 15:00:00,3,161,419
2023-11-03 15:00:00,4,132,381
2023-11-03 15:00:00,5,138,311
2023-11-03 15:00:00,6,163,238
2023-11-03 15:00:00,7,162,227
2023-11-03 15:00:00,8,239,222
2023-11-03 15:00:00,9,170,213
2023-11-03 15:00:00,10,140,204
2023-11-03 16:00:00,1,161,464
2023-11-03 16:00:00,2,138,413
2023-11-03 16:00:00,3,236,413
2023-11-03 16:00:00,4,237,411
2023-11-03 16:00:00,5,132,398
2023-11-03 16:00:00,6,162,288
2023-11-03 16:00:00,7,230,275
2023-11-03 16:00:00,8,142,270
2023-11-03 16:00:00,9,239,231
2023-11-03 16:00:00,10,43,230
2023-11-03 17:00:00,1,161,540
2023-11-03 17:00:00,2,237,486
2023-11-03 17:00:00,3,236,419
2023-11-03 17:00:00,4,132,357
2023-11-03 17:00:00,5,162,335
2023-11-03 17:00:00,6,163,326
2023-11-03 17:00:00,7,142,301
2023-11-03 17:00:00,8,138,290
2023-11-03 17:00:00,9,230,287
2023-11-03 17:00:00,10,246,275
2023-11-03 18:00:00,1,161,522
2023-11-03 18:00:00,2,237,496
2023-11-03 18:00:00,3,236,415
2023-11-03 18:00:00,4,162,378
2023-11-03 18:00:00,5,132,346
2023-11-03 18:00:00,6,142,340
2023-11-03 18:00:00,7,163,310
2023-11-03 18:00:00,8,138,309
2023-11-03 18:00:00,9,170,306
2023-11-03 18:00:00,10,246,306
2023-11-03 19:00:00,1,237,399
2023-11-03 19:00:00,2,161,393
2023-11-03 19:00:00,3,236,383
2023-11-03 19:00:00,4,162,346
2023-11-03 19:00:00,5,170,298
2023-11-03 19:00:00,6,186,287
2023-11-03 19:00:00,7,142,260
2023-11-03 19:00:00,8,234,250
2023-11-03 19:00:00,9,246,247
2023-11-03 19:00:00,10,138,241
2023-11-03 20:00:00,1,132,334
2023-11-03 20:00:00,2,138,303
2023-11-03 20:00:00,3,237,294
2023-11-03 20:00:00,4,161,282
2023-11-03 20:00:00,5,142,224
2023-11-03 20:00:00,6,170,222
2023-11-03 20:00:00,7,249,220
2023-11-03 20:00:00,8,236,218
2023-11-03 20:00:00,9,79,211
2023-11-03 20:00:00,10,68,200
2023-11-03 21:00:00,1,237,333
2023-11-03 21:00:00,2,142,329
2023-11-03 21:00:00,3,230,306
2023-11-03 21:00:00,4,161,305
2023-11-03 21:00:00,5,132,302
2023-11-03 21:00:00,6,234,259
2023-11-03 21:00:00,7,79,253
2023-11-03 21:00:00,8,249,253
2023-11-03 21:00:00,9,239,236
2023-11-03 21:00:00,10,138,205
2023-11-03 22:00:00,1,142,464
2023-11-03 22:00:00,2,249,354
2023-11-03 22:00:00,3,163,328
2023-11-03 22:00:00,4,79,317
2023-11-03 22:00:00,5,230,308
2023-11-03 22:00:00,6,237,307
2023-11-03 22:00:00,7,161,300
2023-11-03 22:00:00,8,132,291
2023-11-03 22:00:00,9,48,268
2023-11-03 22:00:00,10,234,244
2023-11-03 23:00:00,1,249,433
2023-11-03 23:00:00,2,79,405
2023-11-03 23:00:00,3,48,275
2023-11-03 23:00:00,4,142,264
